,Year,Rank,Time,Team,Rider,Country,Time - Seconds,Time - Hours,Time - Minutes,win_flag
9016,1925,9,"+2h 45' 59""",Alcyon,Félix Sellier ,BEL,59.0,2,45,0
9017,1926,7,"+2h 09' 20""",Jean Louvet – Hutchinson,Léon Parmentier ,BEL,20.0,2,9,0
9018,1926,9,"+2h 37' 03""",Automoto–Hutchinson,Jules Buysse ,BEL,3.0,2,37,0
9019,1927,3,"+ 2h 25' 06""",Armor–Dunlop,Julien Vervaecke ,BEL,6.0,2,25,0
9020,1929,8,"+2h 01' 37""",Alcyon,Julien Vervaecke ,BEL,37.0,2,1,0
9021,1929,10,"+2h 17' 49""",Alcyon,Gaston Rebry ,BEL,49.0,2,17,0
9022,1929,12,"+ 2h 52' 35""",Dilecta-Wolber,Frans Bonduel ,BEL,35.0,2,52,0
9023,1929,13,"+ 2h 52' 57""",Fontan–Wolber,Désiré Louesse ,BEL,57.0,2,52,0
9024,1930,19,"+ 2h 31' 37""",Belgium,Georges Laloup ,BEL,37.0,2,31,0
9025,1931,18,"+ 2h 15' 27""",Belgium,Alfons Schepers ,BEL,27.0,2,15,0
9026,1932,34,"+ 2h 41' 25""",Belgium,Gérard Loncke ,BEL,25.0,2,41,0
9027,1933,26,"+ 2h 15' 30""",Touriste-Routier,Antoine Dignef ,BEL,30.0,2,15,0
9028,1933,27,"+ 2h 15' 48""",Belgium,Alfons Deloor ,BEL,48.0,2,15,0
9029,1933,32,"+ 2h 43' 14""",Touriste-Routier,Léon Louyet ,BEL,14.0,2,43,0
9030,1934,18,"+ 2h 44' 47""",Belgium,Frans Bonduel ,BEL,47.0,2,44,0
9031,1936,19,"+ 2h 01' 16""",Belgium,François Neuville ,BEL,16.0,2,1,0
9032,1936,26,"+ 2h 30' 14""",Belgium,Cyriel Van Overberghe ,BEL,14.0,2,30,0
9033,1936,31,"+ 2h 57' 26""",Belgium,Albert Hendrickx ,BEL,26.0,2,57,0
9034,1938,34,"+ 2h 13' 39""",Belgium,Émile Masson jr ,BEL,39.0,2,13,0
9035,1938,39,"+ 2h 26' 28""",Belgium,Constant Lauwers ,BEL,28.0,2,26,0
9036,1939,26,"+ 2h 04' 42""",Belgium,Albert Hendrickx ,BEL,42.0,2,4,0
9037,1939,27,"+ 2h 15' 24""",Belgium,François Neuville ,BEL,24.0,2,15,0
9038,1939,34,"+ 2h 24' 35""",Belgium,Marcel Kint ,BEL,35.0,2,24,0
9039,1948,22,"+ 2h 15' 41""",Belgium Aiglons,Jan Engels ,BEL,41.0,2,15,0
9040,1949,27,"+ 2h 26' 06""",Belgium Aiglons,Jacques Geus ,BEL,6.0,2,26,0
9041,1949,29,"+ 2h 31' 13""",Belgium,Rik Van Steenbergen ,BEL,13.0,2,31,0
9042,1949,33,"+ 2h 50' 29""",Belgium,Brik Schotte ,BEL,29.0,2,50,0
9043,1951,40,"+ 2h 34' 04""",Belgium,Armand Baeyens ,BEL,4.0,2,34,0
9044,1951,42,"+ 2h 47' 01""",Belgium,Hilaire Couvreur ,BEL,1.0,2,47,0
9045,1951,43,"+ 2h 47' 16""",Belgium,Germain Derijcke ,BEL,16.0,2,47,0
9046,1952,28,"+ 2h 29' 59""",Belgium,André Rosseel ,BEL,59.0,2,29,0
9047,1952,29,"+ 2h 34' 31""",Belgium,Maurice Neyt ,BEL,31.0,2,34,0
9048,1952,38,"+ 2h 52' 16""",Belgium,Roger Decock ,BEL,16.0,2,52,0
9049,1953,52,"+ 2h 02' 46""",Belgium,Alfred De Bruyne ,BEL,46.0,2,2,0
9050,1954,34,"+ 2h 28' 39""",Belgium,René De Smet ,BEL,39.0,2,28,0
9051,1954,36,"+ 2h 32' 01""",Belgium,Alfred De Bruyne ,BEL,1.0,2,32,0
9052,1957,35,"+ 2h 15' 55""",Belgium,Pino Cerami ,BEL,55.0,2,15,0
9053,1958,33,"+ 2h 02' 44""",Belgium,Armand Desmet ,BEL,44.0,2,2,0
9054,1958,52,"+ 2h 35' 18""",Belgium,Hendrik Luyten ,BEL,18.0,2,35,0
9055,1959,53,"+ 2h 26' 21""",Belgium,Martin Van Geneugden ,BEL,21.0,2,26,0
9056,1959,61,"+ 2h 46' 36""",Belgium,Kamiel Buysse ,BEL,36.0,2,46,0
9057,1960,53,"+ 2h 02' 05""",Belgium,Armand Desmet ,BEL,5.0,2,2,0
9058,1960,64,"+ 2h 39' 31""",Belgium,Ivo Molenaers ,BEL,31.0,2,39,0
9059,1961,61,"+2h 26' 24""",Belgium,Martin Van Geneugden ,BEL,24.0,2,26,0
9060,1962,51,"+ 2h 00' 06""",Flandria–Faema–Clément,Marcel Ongenae ,BEL,6.0,2,0,0
9061,1962,52,"+ 2h 00' 41""",Wiel's–Groene Leeuw,Jean-Baptiste Claes ,BEL,41.0,2,0,0
9062,1962,62,"+ 2h 20' 58""",Flandria–Faema–Clément,Edgard Sorgeloos ,BEL,58.0,2,20,0
9063,1962,70,"+ 2h 33' 13""",Wiel's–Groene Leeuw,Willy Vannitsen ,BEL,13.0,2,33,0
9064,1962,74,"+ 2h 38' 10""",Carpano,Hilaire Couvreur ,BEL,10.0,2,38,0
9065,1962,77,"+ 2h 38' 06""",Liberia–Grammont–Wolber,Jaak De Boever ,BEL,6.0,2,38,0
9066,1962,81,"+ 2h 57' 32""",Peugeot–BP–Dunlop,Pino Cerami ,BEL,32.0,2,57,0
9067,1963,65,"+ 2h 02' 38""",Solo–Terrot,Louis Proost ,BEL,38.0,2,2,0
9068,1963,66,"+ 2h 04' 50""",Peugeot–BP–Englebert,Raymond Impanis ,BEL,50.0,2,4,0
9069,1963,67,"+ 2h 06' 46""",Peugeot–BP–Englebert,Emile Daems ,BEL,46.0,2,6,0
9070,1963,69,"+ 2h 14' 47""",Solo–Terrot,Robert Lelangue ,BEL,47.0,2,14,0
9071,1963,70,"+ 2h 17' 58""",Peugeot–BP–Englebert,Jean Simon ,BEL,58.0,2,17,0
9072,1963,73,"+ 2h 22' 42""",Solo–Terrot,Roger De Breucker ,BEL,42.0,2,22,0
9073,1963,74,"+ 2h 26' 00""",Mercier–BP–Hutchinson,August Verhaegen ,BEL,0.0,2,26,0
9074,1963,76,"+ 2h 45' 10""",G.B.C.–Libertas,Willy Derboven ,BEL,10.0,2,45,0
9075,1964,42,"+ 2h 00' 17""",Flandria–Romeo,Camille Vyncke ,BEL,17.0,2,0,0
9076,1964,49,"+ 2h 08' 07""",Wiel's–Groene Leeuw,Benoni Beheyt ,BEL,7.0,2,8,0
9077,1964,51,"+ 2h 09' 40""",Pelforth–Sauvage–Lejeune,Edouard Delberghe ,BEL,40.0,2,9,0
9078,1964,53,"+ 2h 15' 34""",Flandria–Romeo,Guillaume Van Tongerloo ,BEL,34.0,2,15,0
9079,1964,57,"+ 2h 21' 29""",Solo–Superia,Bernard Vandekerkhove ,BEL,29.0,2,21,0
9080,1964,58,"+ 2h 21' 57""",Solo–Superia,Michel Van Aerde ,BEL,57.0,2,21,0
9081,1964,61,"+ 2h 30' 22""",Solo–Superia,Edgard Sorgeloos ,BEL,22.0,2,30,0
9082,1964,68,"+ 2h 42' 09""",Solo–Superia,Willy Derboven ,BEL,9.0,2,42,0
9083,1964,70,"+ 2h 48' 28""",Flandria–Romeo,Frans Brands ,BEL,28.0,2,48,0
9084,1969,40,"+ 2h 15' 49""",Mercier–BP–Hutchinson,Edward Janssens ,BEL,49.0,2,15,0
9085,1969,44,"+ 2h 26' 19""",Faema,Roger Swerts ,BEL,19.0,2,26,0
9086,1969,56,"+ 2h 44' 17""",Faema,Georges Vandenberghe ,BEL,17.0,2,44,0
9087,1969,57,"+ 2h 45' 28""",Peugeot–BP–Michelin,Ferdinand Bracke ,BEL,28.0,2,45,0
9088,1969,60,"+ 2h 47' 11""",Flandria–De Clerck–Krüger,Jaak De Boever ,BEL,11.0,2,47,0
9089,1969,64,"+ 2h 51' 44""",Willem II–Gazelle,Juul Van der Flaas ,BEL,44.0,2,51,0
9090,1969,72,"+ 2h 59' 38""",Faema,Julien Stevens ,BEL,38.0,2,59,0
9091,1970,68,"+ 2h 00' 04""",Faemino–Faema,Victor Van Schil ,BEL,4.0,2,0,0
9092,1970,69,"+ 2h 02' 55""",Flandria–Mars,Gérard David ,BEL,55.0,2,2,0
9093,1970,75,"+ 2h 13' 15""",Faemino–Faema,Frans Mintjens ,BEL,15.0,2,13,0
9094,1970,85,"+ 2h 31' 35""",Flandria–Mars,Michel Coulon ,BEL,35.0,2,31,0
9095,1970,87,"+ 2h 33' 05""",Faemino–Faema,Etienne Antheunis ,BEL,5.0,2,33,0
9096,1970,88,"+ 2h 33' 17""",Flandria–Mars,Pieter Nassen ,BEL,17.0,2,33,0
9097,1970,89,"+ 2h 34'27""",Dr. Mann–Grundig,Willy In' t Ven ,BEL,27.0,2,34,0
9098,1970,91,"+ 2h 44' 52""",Flandria–Mars,Marc Lievens ,BEL,52.0,2,44,0
9099,1970,94,"+ 2h 58' 50""",Dr. Mann–Grundig,René De Bie ,BEL,50.0,2,58,0
9100,1971,70,"+ 2h 05' 10""",Flandria–Mars,Willy Van Neste ,BEL,10.0,2,5,0
9101,1971,74,"+ 2h 08' 07""",Sonolor–Lejeune,Willy Teirlinck ,BEL,7.0,2,8,0
9102,1971,75,"+ 2h 08' 38""",Flandria–Mars,Edouard Janssens ,BEL,38.0,2,8,0
9103,1971,88,"+ 2h 41' 50""",Fagor–Mercier–Hutchinson,Eddy Peelman ,BEL,50.0,2,41,0
9104,1971,90,"+ 2h 47' 21""",Molteni,Julien Stevens ,BEL,21.0,2,47,0
9105,1971,91,"+ 2h 51' 38""",Flandria–Mars,Eric Leman ,BEL,38.0,2,51,0
9106,1971,93,"+ 2h 57' 48""",Flandria–Mars,Pieter Nassen ,BEL,48.0,2,57,0
9107,1972,49,"+ 2h 02' 41""",Van Cauter–Magniflex–de Gribaldy,Ludo Van Staeyen ,BEL,41.0,2,2,0
9108,1972,51,"+ 2h 03' 11""",Molteni,Willy In' t Ven ,BEL,11.0,2,3,0
9109,1972,59,"+ 2h 11' 53""",Beaulieu–Flandria,Gérard David ,BEL,53.0,2,11,0
9110,1972,62,"+ 2h 16' 34""",Beaulieu–Flandria,Ronny Van Marcke ,BEL,34.0,2,16,0
9111,1972,65,"+ 2h 18' 22""",Van Cauter–Magniflex–de Gribaldy,Willy Abbeloos ,BEL,22.0,2,18,0
9112,1972,66,"+ 2h 21' 59""",Sonolor–Lejeune,Willy Teirlinck ,BEL,59.0,2,21,0
9113,1972,67,"+ 2h 22' 57""",Watney–Avia,Eddy Verstraeten ,BEL,57.0,2,22,0
9114,1972,68,"+ 2h 26' 20""",Watney–Avia,Marc Sohet ,BEL,20.0,2,26,0
9115,1972,69,"+ 2h 27' 39""",Watney–Avia,Paul Aerts ,BEL,39.0,2,27,0
9116,1972,77,"+ 2h 38' 24""",Watney–Avia,Noël Vanclooster ,BEL,24.0,2,38,0
9117,1972,79,"+ 2h 40' 52""",Watney–Avia,Pieter Nassen ,BEL,52.0,2,40,0
9118,1972,80,"+ 2h 41' 24""",Van Cauter–Magniflex–de Gribaldy,Rik Van Linden ,BEL,24.0,2,41,0
9119,1973,52,"+ 2h 13' 02""",Rokado–De Gribaldy,Albert Van Vlierberghe ,BEL,2.0,2,13,0
9120,1973,60,"+ 2h 24' 44""",Sonolor,Willy Teirlinck ,BEL,44.0,2,24,0
9121,1973,65,"+ 2h 34' 49""",Flandria–Carpenter–Shimano,Walter Godefroot ,BEL,49.0,2,34,0
9122,1973,66,"+ 2h 38' 02""",Rokado–De Gribaldy,Gustaaf Van Roosbroeck ,BEL,2.0,2,38,0
9123,1973,72,"+ 2h 46' 08""",Flandria–Carpenter–Shimano,Marc Demeyer ,BEL,8.0,2,46,0
9124,1973,74,"+ 2h 50' 33""",Flandria–Carpenter–Shimano,Wilfried David ,BEL,33.0,2,50,0
9125,1974,83,"+ 2h 06' 43""",Molteni,Frans Mintjens ,BEL,43.0,2,6,0
9126,1974,88,"+ 2h 17' 34""",MIC–Ludo–de Gribaldy,Ronny Vanmarcke ,BEL,34.0,2,17,0
9127,1974,89,"+ 2h 18' 58""",Brooklyn,Patrick Sercu ,BEL,58.0,2,18,0
9128,1974,93,"+ 2h 24' 45""",MIC–Ludo–de Gribaldy,Dirk Baert ,BEL,45.0,2,24,0
9129,1974,96,"+ 2h 38' 42""",Carpenter–Confortluxe–Flandria,Arthur Van de Vyver ,BEL,42.0,2,38,0
9130,1974,99,"+ 2h 46' 03""",Carpenter–Confortluxe–Flandria,Frans Van Looy ,BEL,3.0,2,46,0
9131,1974,100,"+ 2h 46' 38""",Carpenter–Confortluxe–Flandria,Daniel Verplancke ,BEL,38.0,2,46,0
9132,1975,42,"+ 2h 00' 39""",Carpenter–Confortluxe–Flandria,Marc Demeyer ,BEL,39.0,2,0,0
9133,1975,45,"+ 2h 05' 37""",Gitane–Campagnolo,Willy Teirlinck ,BEL,37.0,2,5,0
9134,1975,51,"+ 2h 15' 25""",Carpenter–Confortluxe–Flandria,Walter Godefroot ,BEL,25.0,2,15,0
9135,1975,56,"+ 2h 19' 01""",Molteni–RYC,Frans Mintjens ,BEL,1.0,2,19,0
9136,1975,57,"+ 2h 19' 02""",Molteni–RYC,Ludo Delcroix ,BEL,2.0,2,19,0
9137,1975,59,"+ 2h 20' 26""",Molteni–RYC,Jos Huysmans ,BEL,26.0,2,20,0
9138,1975,60,"+ 2h 21' 37""",Molteni–RYC,Karel Rottiers ,BEL,37.0,2,21,0
9139,1975,62,"+ 2h 27' 05""",Molteni–RYC,Marc Lievens ,BEL,5.0,2,27,0
9140,1975,67,"+ 2h 35' 17""",Frisol–G.B.C.,José De Cauwer ,BEL,17.0,2,35,0
9141,1975,69,"+ 2h 43' 35""",Miko–de Gribaldy,Andre Doyen ,BEL,35.0,2,43,0
9142,1975,70,"+ 2h 44' 49""",Gitane–Campagnolo,René Dillen ,BEL,49.0,2,44,0
9143,1975,75,"+ 2h 49' 35""",Miko–de Gribaldy,Frans Van Vlierberghe ,BEL,35.0,2,49,0
9144,1975,79,"+ 2h 55' 56""",Bianchi–Campagnolo,Rik Van Linden ,BEL,56.0,2,55,0
9145,1976,62,"+ 2h 05' 04""",Flandria–Velda–West Vlaams Vleesbedrijf,Herman Beysens ,BEL,4.0,2,5,0
9146,1976,67,"+ 2h 12' 37""",Gitane–Campagnolo,Willy Teirlinck ,BEL,37.0,2,12,0
9147,1976,69,"+ 2h 14' 11""",Miko–de Gribaldy–Superia,Paul Wellens ,BEL,11.0,2,14,0
9148,1976,74,"+ 2h 16' 13""",Gitane–Campagnolo,René Dillen ,BEL,13.0,2,16,0
9149,1976,77,"+ 2h 21' 24""",Lejeune–BP,Ferdinand Bracke ,BEL,24.0,2,21,0
9150,1976,79,"+ 2h 29' 52""",TI–Raleigh–Campagnolo,José De Cauwer ,BEL,52.0,2,29,0
9151,1976,82,"+ 2h 32' 25""",Miko–de Gribaldy–Superia,Roger Loysch ,BEL,25.0,2,32,0
9152,1977,48,"+ 2h 06' 49""",Fiat France,Jos Huysmans ,BEL,49.0,2,6,0
9153,1977,53,"+ 2h 24' 08""",Frisol–Thirion–Gazelle,Roger Loysch ,BEL,8.0,2,24,0
9154,1978,64,"+ 2h 04' 07""",Peugeot–Esso–Michelin,Jean-Luc Vandenbroucke ,BEL,7.0,2,4,0
9155,1979,43,"+ 2h 00' 07""",Kas–Campagnolo,Joseph Borguet ,BEL,7.0,2,0,0
9156,1979,45,"+ 2h 03' 17""",IJsboerke–Warncke Eis,Jos Jacobs ,BEL,17.0,2,3,0
9157,1979,56,"+ 2h 23' 20""",Kas–Campagnolo,Willy Teirlinck ,BEL,20.0,2,23,0
9158,1979,57,"+ 2h 23' 49""",Flandria–Ça va seul,Marc Demeyer ,BEL,49.0,2,23,0
9159,1979,58,"+ 2h 24' 29""",DAF Trucks–Aida,Guido Van Calster ,BEL,29.0,2,24,0
9160,1979,61,"+ 2h 29' 45""",Kas–Campagnolo,René Dillen ,BEL,45.0,2,29,0
9161,1979,71,"+ 2h 46' 53""",Flandria–Ça va seul,Pol Verschuere ,BEL,53.0,2,46,0
9162,1979,76,"+ 2h 55' 00""",Splendor–Euro Soap,Wim Myngheer ,BEL,0.0,2,55,0
9163,1981,75,"+ 2h 00' 34""",Capri Sonne–Koga Miyata,Rudy Pevenage ,BEL,34.0,2,0,0
9164,1981,76,"+ 2h 02' 01""",Vermeer Thijs,Louis Luyten ,BEL,1.0,2,2,0
9165,1981,79,"+ 2h 03' 25""",Vermeer Thijs,Herman Beysens ,BEL,25.0,2,3,0
9166,1981,82,"+ 2h 07' 14""",La Redoute–Motobécane,Jean-Luc Vandenbroucke ,BEL,14.0,2,7,0
9167,1981,83,"+ 2h 07' 41""",DAF Trucks–Côte d'Or,René Martens ,BEL,41.0,2,7,0
9168,1981,84,"+ 2h 08' 21""",Capri Sonne–Koga Miyata,Jos Jacobs ,BEL,21.0,2,8,0
9169,1981,87,"+ 2h 10' 47""",Boston–Mavic,Roger De Cnijf ,BEL,47.0,2,10,0
9170,1981,89,"+ 2h 12' 42""",Vermeer Thijs,Franky De Gendt ,BEL,42.0,2,12,0
9171,1981,93,"+ 2h 21' 50""",DAF Trucks–Côte d'Or,William Tackaert ,BEL,50.0,2,21,0
9172,1981,95,"+ 2h 23' 56""",TI–Raleigh–Creda,Frank Hoste ,BEL,56.0,2,23,0
9173,1981,99,"+ 2h 28' 11""",La Redoute–Motobécane,Ferdi Van Den Haute ,BEL,11.0,2,28,0
9174,1981,102,"+ 2h 30' 46""",Sunair–Sport 80–Colnago,Leo Wellens ,BEL,46.0,2,30,0
9175,1981,106,"+ 2h 38' 10""",DAF Trucks–Côte d'Or,Marc Dierickx ,BEL,10.0,2,38,0
9176,1981,107,"+ 2h 40' 27""",Capri Sonne–Koga Miyata,Dirk Wayenberg ,BEL,27.0,2,40,0
9177,1981,108,"+ 2h 44' 22""",Vermeer Thijs,Eddy Verstraeten ,BEL,22.0,2,44,0
9178,1981,110,"+ 2h 45' 21""",DAF Trucks–Côte d'Or,Marcel Laurens ,BEL,21.0,2,45,0
9179,1981,111,"+ 2h 46' 44""",Boston–Mavic,Willy Teirlinck ,BEL,44.0,2,46,0
9180,1982,94,"+ 2h 05' 33""",Sunair–Colnago–Campagnolo,Patrick Versluys ,BEL,33.0,2,5,0
9181,1982,100,"+ 2h 11' 51""",DAF Trucks–TeVe Blad,Marcel Laurens ,BEL,51.0,2,11,0
9182,1982,101,"+ 2h 13' 13""",Sunair–Colnago–Campagnolo,Guy Janiszewski ,BEL,13.0,2,13,0
9183,1982,108,"+ 2h 18' 07""",Sunair–Colnago–Campagnolo,Frans Van Vlierberghe ,BEL,7.0,2,18,0
9184,1982,117,"+ 2h 38' 22""",Capri Sonne–Campagnolo–Merckx,Dirk Wayenberg ,BEL,22.0,2,38,0
9185,1982,118,"+ 2h 38' 57""",Splendor–Wickes Bouwmarkt,Benny Van Brabant ,BEL,57.0,2,38,0
9186,1982,123,"+ 2h 51' 38""",Sunair–Colnago–Campagnolo,Alain De Roo ,BEL,38.0,2,51,0
9187,1983,63,"+ 2h 07' 46""",Splendor–Euro Shop,Hendrik Devos ,BEL,46.0,2,7,0
9188,1983,67,"+ 2h 10' 38""",Jacky Aernoudt–Rossin–Campagnolo,Rudy Rogiers ,BEL,38.0,2,10,0
9189,1983,68,"+ 2h 10' 53""",Boule d'Or–Colnago,Jan Wijnants ,BEL,53.0,2,10,0
9190,1983,73,"+ 2h 22' 37""",TI–Raleigh–Campagnolo,Ludo De Keulenaer ,BEL,37.0,2,22,0
9191,1983,77,"+ 2h 35' 19""",Boule d'Or–Colnago,Guy Janiszewski ,BEL,19.0,2,35,0
9192,1983,82,"+ 2h 57' 16""",Jacky Aernoudt–Rossin–Campagnolo,Marc Dierickx ,BEL,16.0,2,57,0
9193,1984,88,"+ 2h 23' 55""",Splendor–Mondial Moquettes–Marc,Hendrik Devos ,BEL,55.0,2,23,0
9194,1984,90,"+ 2h 26' 14""",Panasonic–Raleigh,Eric Vanderaerden ,BEL,14.0,2,26,0
9195,1984,92,"+ 2h 28' 49""",Panasonic–Raleigh,Ludo De Keulenaer ,BEL,49.0,2,28,0
9196,1984,100,"+ 2h 38' 08""",Europ Decor–Boule d'Or,Frank Hoste ,BEL,8.0,2,38,0
9197,1984,104,"+ 2h 49' 20""",Europ Decor–Boule d'Or,Marc Dierickx ,BEL,20.0,2,49,0
9198,1984,106,"+ 2h 52' 48""",La Redoute,Ferdi Van Den Haute ,BEL,48.0,2,52,0
9199,1985,93,"+ 2h 01' 55""",Lotto,Willem Van Eynde ,BEL,55.0,2,1,0
9200,1985,96,"+ 2h 05' 54""",Lotto,Michel Dernies ,BEL,54.0,2,5,0
9201,1985,101,"+ 2h 09' 23""",Hitachi–Splendor–Sunair,Rudy Dhaenens ,BEL,23.0,2,9,0
9202,1985,103,"+ 2h 09' 36""",Tönissteiner–TW Rock–BASF,Aloïs Wouters ,BEL,36.0,2,9,0
9203,1985,108,"+ 2h 12' 21""",Hitachi–Splendor–Sunair,Patrick Toelen ,BEL,21.0,2,12,0
9204,1985,111,"+ 2h 16' 46""",Tönissteiner–TW Rock–BASF,Rudy Patry ,BEL,46.0,2,16,0
9205,1985,113,"+ 2h 19' 40""",Panasonic–Raleigh,Guy Nulens ,BEL,40.0,2,19,0
9206,1985,117,"+ 2h 24' 59""",Hitachi–Splendor–Sunair,Jean-Marie Wampers ,BEL,59.0,2,24,0
9207,1985,119,"+ 2h 28' 54""",La Redoute,Ferdi Van Den Haute ,BEL,54.0,2,28,0
9208,1985,120,"+ 2h 36' 25""",Tönissteiner–TW Rock–BASF,Noël Segers ,BEL,25.0,2,36,0
9209,1985,123,"+ 2h 38' 04""",Tönissteiner–TW Rock–BASF,André Lurquin ,BEL,4.0,2,38,0
9210,1985,124,"+ 2h 38' 54""",Verandalux–Dries–Nissan,Jos Jacobs ,BEL,54.0,2,38,0
9211,1985,126,"+ 2h 39' 52""",Panasonic–Raleigh,Ludo De Keulenaer ,BEL,52.0,2,39,0
9212,1985,129,"+ 2h 48' 15""",Tönissteiner–TW Rock–BASF,Benny Van Brabant ,BEL,15.0,2,48,0
9213,1985,130,"+ 2h 48' 15""",Lotto,Jozef Lieckens ,BEL,15.0,2,48,0
9214,1985,131,"+ 2h 51' 18""",Verandalux–Dries–Nissan,Etienne De Beule ,BEL,18.0,2,51,0
9215,1986,89,"+ 2h 01' 53""",Panasonic–Merckx–Agu,Eric Van Lancker ,BEL,53.0,2,1,0
9216,1986,102,"+ 2h 10' 46""",Joker–Emerxil–Merckx,Wim Van Eynde ,BEL,46.0,2,10,0
9217,1986,103,"+ 2h 10' 46""",Kwantum–Decosol–Yoko,Luc Roosen ,BEL,46.0,2,10,0
9218,1986,104,"+ 2h 11' 09""",Hitachi–Robland,Rudy Rogiers ,BEL,9.0,2,11,0
9219,1986,105,"+ 2h 11' 14""",Hitachi–Robland,Jan Wijnants ,BEL,14.0,2,11,0
9220,1986,113,"+ 2h 15' 29""",Joker–Emerxil–Merckx,Michel Dernies ,BEL,29.0,2,15,0
9221,1986,116,"+ 2h 17' 06""",Fagor,Frank Hoste ,BEL,6.0,2,17,0
9222,1986,119,"+ 2h 17' 58""",Kas,Jean-Luc Vandenbroucke ,BEL,58.0,2,17,0
9223,1986,122,"+ 2h 19' 58""",Hitachi–Robland,Rudy Dhaenens ,BEL,58.0,2,19,0
9224,1986,125,"+ 2h 22' 30""",Panasonic–Merckx–Agu,Eric Vanderaerden ,BEL,30.0,2,22,0
9225,1986,129,"+ 2h 29' 21""",Joker–Emerxil–Merckx,Jozef Lieckens ,BEL,21.0,2,29,0
9226,1987,61,"+ 2h 05' 46""",Panasonic–Isostar,Guy Nulens ,BEL,46.0,2,5,0
9227,1987,71,"+ 2h 20' 49""",Hitachi–Marc,Jos Haex ,BEL,49.0,2,20,0
9228,1987,76,"+ 2h 28' 58""",Hitachi–Marc,Jean-Philippe Vandenbrande ,BEL,58.0,2,28,0
9229,1987,93,"+ 2h 47' 55""",Hitachi–Marc,Stefan Morjean ,BEL,55.0,2,47,0
9230,1987,96,"+ 2h 52' 45""",Superconfex–Kwantum–Yoko–Colnago,Ludo Peeters ,BEL,45.0,2,52,0
9231,1987,104,"+ 2h 59' 30""",Superconfex–Kwantum–Yoko–Colnago,Luc Roosen ,BEL,30.0,2,59,0
9232,1988,115,"+ 2h 09' 34""",AD Renting–Anti-M–Bottecchia,Eddy Planckaert ,BEL,34.0,2,9,0
9233,1988,124,"+ 2h 18' 50""",AD Renting–Anti-M–Bottecchia,Frank Hoste ,BEL,50.0,2,18,0
9234,1988,131,"+ 2h 24' 52""",AD Renting–Anti-M–Bottecchia,René Martens ,BEL,52.0,2,24,0
9235,1988,133,"+ 2h 27' 00""",RMO–Cycles Méral–Mavic,Michel Vermote ,BEL,0.0,2,27,0
9236,1988,137,"+ 2h 33' 03""",Sigma–Fina,Rik Van Slycke ,BEL,3.0,2,33,0
9237,1988,148,"+ 2h 54' 07""",Sigma–Fina,Jean-Pierre Heynderickx ,BEL,7.0,2,54,0
9238,1988,149,"+ 2h 55' 18""",AD Renting–Anti-M–Bottecchia,Dirk Demol ,BEL,18.0,2,55,0
9239,1989,91,"+ 2h 01' 20""",AD Renting–W-Cup–Bottecchia,René Martens ,BEL,20.0,2,1,0
9240,1989,98,"+ 2h 07' 29""",Histor–Sigma,Rik Van Slycke ,BEL,29.0,2,7,0
9241,1989,101,"+ 2h 10' 29""",Histor–Sigma,Etienne De Wilde ,BEL,29.0,2,10,0
9242,1989,105,"+ 2h 13' 38""",Histor–Sigma,Wilfried Peeters ,BEL,38.0,2,13,0
9243,1989,106,"+ 2h 13' 51""",AD Renting–W-Cup–Bottecchia,Johan Museeuw ,BEL,51.0,2,13,0
9244,1989,108,"+ 2h 17' 36""",Domex–Weinmann,Michel Dernies ,BEL,36.0,2,17,0
9245,1989,110,"+ 2h 19' 05""",Superconfex–Yoko–Opel–Colnago,Edwig Van Hooydonck ,BEL,5.0,2,19,0
9246,1989,112,"+ 2h 22' 42""",Domex–Weinmann,Jan Goessens ,BEL,42.0,2,22,0
9247,1989,113,"+ 2h 22' 48""",Hitachi–VTM,Hendrik Devos ,BEL,48.0,2,22,0
9248,1989,133,"+ 2h 38' 59""",Panasonic–Isostar–Colnago–Agu,Jean-Marie Wampers ,BEL,59.0,2,38,0
9249,1990,114,"+ 2h 01' 19""",Weinmann–SMM–Uster,Jan Goessens ,BEL,19.0,2,1,0
9250,1990,120,"+ 2h 05' 43""",Histor–Sigma,Wilfried Peeters ,BEL,43.0,2,5,0
9251,1990,129,"+ 2h 13' 06""",Lotto–Superclub,Patrick Verschueren ,BEL,6.0,2,13,0
9252,1990,137,"+ 2h 21' 26""",Lotto–Superclub,Peter De Clercq ,BEL,26.0,2,21,0
9253,1990,144,"+ 2h 32' 12""",RMO,Michel Vermote ,BEL,12.0,2,32,0
9254,1990,150,"+ 2h 47' 53""",Lotto–Superclub,Hendrik Redant ,BEL,53.0,2,47,0
9255,1991,103,"+ 2h 06' 43""",Buckler–Colnago–Decca,Edwig Van Hooydonck ,BEL,43.0,2,6,0
9256,1991,105,"+ 2h 07' 03""",Weinmann–Eddy Merckx,Michel Dernies ,BEL,3.0,2,7,0
9257,1991,109,"+ 2h 09' 54""",Weinmann–Eddy Merckx,Rudy Verdonck ,BEL,54.0,2,9,0
9258,1991,118,"+ 2h 15' 32""",RMO,Michel Vermote ,BEL,32.0,2,15,0
9259,1991,125,"+ 2h 20' 21""",Histor–Sigma,Etienne De Wilde ,BEL,21.0,2,20,0
9260,1991,127,"+ 2h 20' 43""",Buckler–Colnago–Decca,Eric Vanderaerden ,BEL,43.0,2,20,0
